RNA_id	type
ENST00000621424	mRNA
ENST00000259748	mRNA
hsa-miR-222-3p	miRNA
ENST00000463584	mRNA
hsa-miR-4707-3p	miRNA
ENST00000586742	mRNA
hsa_circ_0002438	circRNA
ENST00000342045	mRNA
ENST00000288071	mRNA
ENST00000355849	mRNA
novel_circ_0002986	circRNA
ENST00000525509	mRNA
novel_circ_0004592	circRNA
ENST00000255039	mRNA
hsa_circ_0005522	circRNA
hsa_circ_0001861	circRNA
ENST00000335972	mRNA
ENST00000465699	mRNA
hsa_circ_0018815	circRNA
ENST00000287169	mRNA
TCONS_00200062	mRNA
hsa_circ_0012545	circRNA
hsa_circ_0018819	circRNA
hsa_circ_0008929	circRNA
ENST00000389224	mRNA
ENST00000610372	mRNA
hsa-miR-765	miRNA
ENST00000645276	mRNA
ENST00000335449	mRNA
ENST00000373816	mRNA
hsa-miR-3120-5p	miRNA
ENST00000281830	mRNA
ENST00000320936	mRNA
ENST00000463103	mRNA
hsa-miR-6504-5p	miRNA
hsa_circ_0002365	circRNA
ENST00000391947	mRNA
ENST00000619952	mRNA
hsa-miR-210-5p	miRNA
ENST00000596558	mRNA
hsa_circ_0047880	circRNA
hsa_circ_0002165	circRNA
ENST00000415497	mRNA
ENST00000380289	mRNA
ENST00000611159	mRNA
hsa-miR-330-5p	miRNA
ENST00000578552	mRNA
ENST00000569674	mRNA
hsa_circ_0072976	circRNA
ENST00000423676	mRNA
hsa-miR-331-3p	miRNA
ENST00000409299	mRNA
ENST00000268989	mRNA
ENST00000351513	mRNA
ENST00000307745	mRNA
ENST00000423811	mRNA
ENST00000393060	mRNA
hsa_circ_0046843	circRNA
ENST00000328268	mRNA
hsa_circ_0000542	circRNA
ENST00000344836	mRNA
ENST00000370713	mRNA
novel_circ_0003166	circRNA
ENST00000388752	mRNA
ENST00000335574	mRNA
ENST00000253262	mRNA
hsa-miR-20b-5p	miRNA
ENST00000545538	mRNA
hsa_circ_0075341	circRNA
ENST00000446613	mRNA
novel_circ_0003761	circRNA
ENST00000669674	mRNA
ENST00000222249	mRNA
ENST00000543004	mRNA
ENST00000397323	mRNA
hsa-miR-107	miRNA
hsa_circ_0007464	circRNA
ENST00000358215	mRNA
hsa-miR-5090	miRNA
ENST00000600714	mRNA
ENST00000546711	mRNA
ENST00000469989	mRNA
ENST00000406189	mRNA
ENST00000237289	mRNA
ENST00000474629	mRNA
ENST00000311506	mRNA
hsa_circ_0006935	circRNA
ENST00000388913	mRNA
hsa_circ_0006396	circRNA
ENST00000290881	mRNA
hsa-miR-432-5p	miRNA
hsa_circ_0004425	circRNA
ENST00000476844	mRNA
novel_circ_0004356	circRNA
ENST00000624586	mRNA
ENST00000449910	mRNA
hsa-miR-339-5p	miRNA
hsa_circ_0008737	circRNA
novel_circ_0007464	circRNA
novel_circ_0007467	circRNA
hsa-miR-6506-5p	miRNA
hsa_circ_0003618	circRNA
hsa-miR-4714-5p	miRNA
ENST00000249344	mRNA
ENST00000554146	mRNA
hsa-miR-3616-3p	miRNA
hsa-miR-335-3p	miRNA
ENST00000649951	mRNA
ENST00000665763	mRNA
ENST00000219476	mRNA
hsa_circ_0070680	circRNA
hsa_circ_0007064	circRNA
ENST00000419205	mRNA
ENST00000392625	mRNA
hsa_circ_0003295	circRNA
ENST00000392623	mRNA
hsa_circ_0007262	circRNA
ENST00000519811	mRNA
ENST00000316163	mRNA
hsa-miR-4685-3p	miRNA
hsa-miR-1237-3p	miRNA
ENST00000392554	mRNA
ENST00000599124	mRNA
ENST00000319136	mRNA
hsa_circ_0007283	circRNA
ENST00000642333	mRNA
ENST00000333646	mRNA
hsa_circ_0074069	circRNA
hsa-miR-122b-3p	miRNA
hsa_circ_0079950	circRNA
hsa_circ_0000126	circRNA
ENST00000553066	mRNA
novel_circ_0007869	circRNA
ENST00000553064	mRNA
ENST00000625761	mRNA
hsa_circ_0054877	circRNA
hsa-miR-1275	miRNA
ENST00000392953	mRNA
ENST00000316299	mRNA
ENST00000392951	mRNA
hsa_circ_0061052	circRNA
hsa_circ_0044177	circRNA
ENST00000372017	mRNA
hsa_circ_0031465	circRNA
ENST00000583866	mRNA
ENST00000382666	mRNA
hsa_circ_0081872	circRNA
novel_circ_0004100	circRNA
hsa_circ_0000839	circRNA
hsa-miR-3074-5p	miRNA
ENST00000375704	mRNA
hsa_circ_0004006	circRNA
novel_389	miRNA
hsa-miR-605-5p	miRNA
ENST00000329517	mRNA
ENST00000316900	mRNA
hsa-miR-1323	miRNA
novel_circ_0007481	circRNA
ENST00000396478	mRNA
hsa_circ_0007116	circRNA
hsa_circ_0007117	circRNA
TCONS_00314739	mRNA
ENST00000588884	mRNA
hsa_circ_0001613	circRNA
hsa_circ_0001614	circRNA
hsa-miR-370-3p	miRNA
ENST00000602153	mRNA
hsa_circ_0001181	circRNA
hsa-miR-3150b-3p	miRNA
hsa_circ_0001185	circRNA
ENST00000367612	mRNA
hsa_circ_0004132	circRNA
ENST00000598095	mRNA
ENST00000304735	mRNA
ENST00000336686	mRNA
hsa_circ_0001475	circRNA
ENST00000524854	mRNA
ENST00000238379	mRNA
ENST00000395094	mRNA
hsa_circ_0005027	circRNA
ENST00000506351	mRNA
ENST00000475629	mRNA
ENST00000375107	mRNA
novel_circ_0004616	circRNA
ENST00000553532	mRNA
ENST00000310758	mRNA
ENST00000646873	mRNA
ENST00000594894	mRNA
ENST00000341472	mRNA
hsa-miR-6514-5p	miRNA
ENST00000435132	mRNA
ENST00000429938	mRNA
ENST00000373714	mRNA
ENST00000292494	mRNA
ENST00000309415	mRNA
ENST00000305877	mRNA
ENST00000525531	mRNA
hsa-miR-589-3p	miRNA
hsa_circ_0089310	circRNA
ENST00000614675	mRNA
ENST00000261847	mRNA
novel_circ_0002993	circRNA
ENST00000539802	mRNA
ENST00000580844	mRNA
hsa_circ_0009083	circRNA
novel_circ_0002629	circRNA
ENST00000367202	mRNA
hsa_circ_0035944	circRNA
novel_circ_0009526	circRNA
novel_circ_0007266	circRNA
ENST00000435683	mRNA
ENST00000553264	mRNA
ENST00000593280	mRNA
ENST00000490113	mRNA
ENST00000650052	mRNA
ENST00000518809	mRNA
ENST00000418234	mRNA
ENST00000216268	mRNA
hsa_circ_0008468	circRNA
ENST00000307954	mRNA
ENST00000394120	mRNA
hsa-miR-26b-3p	miRNA
ENST00000206765	mRNA
ENST00000508606	mRNA
ENST00000456283	mRNA
novel_circ_0002194	circRNA
hsa-miR-4728-3p	miRNA
ENST00000260008	mRNA
hsa_circ_0002375	circRNA
ENST00000560677	mRNA
ENST00000547587	mRNA
ENST00000543766	mRNA
ENST00000339643	mRNA
hsa_circ_0057582	circRNA
ENST00000426053	mRNA
ENST00000619162	mRNA
ENST00000436792	mRNA
ENST00000480798	mRNA
hsa_circ_0002398	circRNA
hsa_circ_0002083	circRNA
ENST00000610417	mRNA
hsa-miR-6734-3p	miRNA
novel_circ_0003577	circRNA
hsa_circ_0002394	circRNA
hsa-miR-4660	miRNA
ENST00000562086	mRNA
ENST00000399577	mRNA
hsa-miR-524-5p	miRNA
hsa_circ_0008596	circRNA
ENST00000553888	mRNA
ENST00000355059	mRNA
ENST00000359092	mRNA
ENST00000514800	mRNA
hsa-miR-676-5p	miRNA
ENST00000367995	mRNA
hsa-miR-484	miRNA
ENST00000610579	mRNA
hsa-miR-196a-5p	miRNA
ENST00000357736	mRNA
ENST00000624957	mRNA
ENST00000297157	mRNA
ENST00000481687	mRNA
ENST00000369172	mRNA
ENST00000373068	mRNA
hsa_circ_0007470	circRNA
ENST00000373066	mRNA
ENST00000544210	mRNA
ENST00000217159	mRNA
ENST00000412522	mRNA
novel_circ_0003022	circRNA
hsa-miR-4723-3p	miRNA
TCONS_00044762	mRNA
hsa-miR-500a-3p	miRNA
hsa-miR-7846-3p	miRNA
hsa-miR-4677-3p	miRNA
novel_circ_0008627	circRNA
novel_circ_0003621	circRNA
ENST00000510636	mRNA
novel_circ_0003625	circRNA
hsa_circ_0056508	circRNA
ENST00000550308	mRNA
ENST00000592628	mRNA
ENST00000561293	mRNA
hsa_circ_0003117	circRNA
novel_circ_0006617	circRNA
hsa_circ_0087630	circRNA
ENST00000350490	mRNA
ENST00000409638	mRNA
ENST00000552421	mRNA
hsa_circ_0004813	circRNA
ENST00000374593	mRNA
ENST00000477708	mRNA
hsa_circ_0003338	circRNA
hsa-miR-7155-5p	miRNA
ENST00000447750	mRNA
hsa-miR-3191-5p	miRNA
hsa-miR-3117-3p	miRNA
ENST00000495461	mRNA
hsa_circ_0007075	circRNA
hsa_circ_0003027	circRNA
ENST00000375978	mRNA
ENST00000371477	mRNA
ENST00000374116	mRNA
ENST00000627144	mRNA
ENST00000395879	mRNA
novel_458	miRNA
ENST00000327835	mRNA
ENST00000215770	mRNA
hsa-miR-6529-5p	miRNA
ENST00000229266	mRNA
hsa-miR-1243	miRNA
hsa-miR-1248	miRNA
hsa_circ_0087302	circRNA
ENST00000451652	mRNA
ENST00000639972	mRNA
hsa_circ_0007619	circRNA
ENST00000392499	mRNA
novel_circ_0006878	circRNA
ENST00000322995	mRNA
hsa_circ_0006500	circRNA
hsa-miR-520a-5p	miRNA
ENST00000407627	mRNA
novel_circ_0007879	circRNA
ENST00000374024	mRNA
ENST00000392122	mRNA
ENST00000421093	mRNA
ENST00000313698	mRNA
hsa_circ_0003806	circRNA
hsa_circ_0003804	circRNA
ENST00000382348	mRNA
ENST00000286494	mRNA
ENST00000605930	mRNA
ENST00000375712	mRNA
ENST00000396684	mRNA
novel_392	miRNA
ENST00000476722	mRNA
hsa_circ_0000826	circRNA
hsa_circ_0000043	circRNA
novel_circ_0005603	circRNA
ENST00000618761	mRNA
ENST00000502717	mRNA
ENST00000252530	mRNA
ENST00000532324	mRNA
ENST00000535648	mRNA
TCONS_00408001	mRNA
ENST00000524105	mRNA
TCONS_00408003	mRNA
ENST00000419872	mRNA
ENST00000289292	mRNA
ENST00000258455	mRNA
ENST00000553340	mRNA
hsa-miR-320a-5p	miRNA
hsa-miR-133b	miRNA
ENST00000586615	mRNA
hsa_circ_0004103	circRNA
ENST00000397631	mRNA
ENST00000534199	mRNA
ENST00000322444	mRNA
hsa_circ_0008278	circRNA
ENST00000262418	mRNA
ENST00000643981	mRNA
TCONS_00189538	mRNA
ENST00000397265	mRNA
ENST00000565831	mRNA
novel_circ_0009086	circRNA
hsa_circ_0085362	circRNA
ENST00000503393	mRNA
ENST00000269383	mRNA
hsa-miR-6808-3p	miRNA
hsa-miR-487b-5p	miRNA
ENST00000372638	mRNA
ENST00000295598	mRNA
ENST00000262384	mRNA
hsa_circ_0001315	circRNA
hsa_circ_0002569	circRNA
ENST00000274496	mRNA
hsa_circ_0002562	circRNA
novel_circ_0000943	circRNA
hsa_circ_0005720	circRNA
ENST00000358432	mRNA
ENST00000261875	mRNA
ENST00000539839	mRNA
ENST00000535355	mRNA
hsa-miR-494-3p	miRNA
ENST00000314138	mRNA
novel_circ_0005646	circRNA
ENST00000461742	mRNA
hsa_circ_0005505	circRNA
ENST00000380241	mRNA
ENST00000506651	mRNA
ENST00000395270	mRNA
ENST00000251822	mRNA
hsa_circ_0002988	circRNA
ENST00000427222	mRNA
ENST00000568675	mRNA
ENST00000330553	mRNA
ENST00000373839	mRNA
ENST00000409161	mRNA
hsa-miR-20a-5p	miRNA
ENST00000373833	mRNA
hsa_circ_0035796	circRNA
ENST00000358461	mRNA
ENST00000339818	mRNA
ENST00000546196	mRNA
ENST00000542188	mRNA
ENST00000622860	mRNA
ENST00000361204	mRNA
ENST00000011898	mRNA
ENST00000301085	mRNA
hsa-miR-17-5p	miRNA
ENST00000419308	mRNA
hsa-miR-96-5p	miRNA
ENST00000596536	mRNA
ENST00000636090	mRNA
ENST00000299927	mRNA
novel_circ_0004418	circRNA
ENST00000443864	mRNA
ENST00000507382	mRNA
hsa_circ_0079284	circRNA
ENST00000610401	mRNA
ENST00000262873	mRNA
ENST00000615331	mRNA
ENST00000537075	mRNA
ENST00000344034	mRNA
hsa-miR-4679	miRNA
ENST00000342537	mRNA
ENST00000342247	mRNA
ENST00000614245	mRNA
hsa_circ_0047391	circRNA
hsa_circ_0005824	circRNA
ENST00000397017	mRNA
ENST00000548249	mRNA
ENST00000615111	mRNA
ENST00000508121	mRNA
ENST00000670768	mRNA
ENST00000445102	mRNA
hsa-miR-6859-5p	miRNA
ENST00000458121	mRNA
ENST00000397866	mRNA
ENST00000371084	mRNA
ENST00000368563	mRNA
hsa_circ_0000443	circRNA
hsa_circ_0006719	circRNA
hsa-miR-525-5p	miRNA
hsa-miR-6894-3p	miRNA
hsa-miR-3155b	miRNA
hsa-let-7g-3p	miRNA
ENST00000567617	mRNA
ENST00000412247	mRNA
ENST00000644728	mRNA
hsa_circ_0071510	circRNA
hsa-miR-3192-5p	miRNA
ENST00000306708	mRNA
hsa_circ_0029604	circRNA
ENST00000619204	mRNA
hsa_circ_0071422	circRNA
ENST00000465206	mRNA
hsa-miR-1227-3p	miRNA
novel_circ_0008854	circRNA
novel_circ_0007701	circRNA
ENST00000413936	mRNA
hsa-miR-4667-3p	miRNA
hsa-miR-3125	miRNA
ENST00000291358	mRNA
ENST00000329805	mRNA
novel_circ_0005886	circRNA
ENST00000328119	mRNA
hsa-miR-194-5p	miRNA
novel_circ_0008635	circRNA
ENST00000302060	mRNA
hsa-miR-7974	miRNA
ENST00000306014	mRNA
hsa_circ_0003322	circRNA
hsa_circ_0006062	circRNA
hsa-miR-549a-5p	miRNA
hsa-miR-6875-3p	miRNA
hsa_circ_0003747	circRNA
ENST00000581888	mRNA
ENST00000602551	mRNA
hsa_circ_0006667	circRNA
ENST00000347849	mRNA
ENST00000378378	mRNA
ENST00000393955	mRNA
ENST00000348795	mRNA
ENST00000582724	mRNA
ENST00000229251	mRNA
ENST00000542783	mRNA
novel_circ_0008702	circRNA
ENST00000215941	mRNA
hsa-miR-1908-5p	miRNA
ENST00000582059	mRNA
hsa_circ_0003253	circRNA
novel_circ_0007330	circRNA
hsa_circ_0003251	circRNA
ENST00000395655	mRNA
hsa_circ_0003922	circRNA
TCONS_00348997	mRNA
hsa_circ_0000215	circRNA
ENST00000291775	mRNA
hsa_circ_0007915	circRNA
hsa_circ_0003869	circRNA
ENST00000397872	mRNA
hsa_circ_0003632	circRNA
ENST00000616017	mRNA
ENST00000458050	mRNA
hsa_circ_0003638	circRNA
ENST00000464553	mRNA
hsa-miR-193b-5p	miRNA
hsa_circ_0000698	circRNA
ENST00000589178	mRNA
ENST00000377036	mRNA
ENST00000368108	mRNA
ENST00000263934	mRNA
hsa-miR-6780a-5p	miRNA
hsa-let-7g-5p	miRNA
hsa_circ_0005996	circRNA
hsa_circ_0003814	circRNA
hsa_circ_0007822	circRNA
hsa_circ_0000672	circRNA
hsa_circ_0000857	circRNA
hsa_circ_0077736	circRNA
ENST00000450923	mRNA
ENST00000229634	mRNA
hsa_circ_0001273	circRNA
ENST00000405646	mRNA
ENST00000420591	mRNA
hsa-miR-3909	miRNA
ENST00000251287	mRNA
hsa_circ_0001274	circRNA
hsa-miR-3614-5p	miRNA
ENST00000652201	mRNA
ENST00000311916	mRNA
TCONS_00408010	mRNA
ENST00000376983	mRNA
ENST00000540691	mRNA
ENST00000304920	mRNA
hsa_circ_0006705	circRNA
hsa-let-7f-5p	miRNA
ENST00000268148	mRNA
hsa-miR-487a-5p	miRNA
hsa-miR-3913-3p	miRNA
ENST00000262061	mRNA
ENST00000294454	mRNA
ENST00000315073	mRNA
hsa_circ_0001246	circRNA
hsa_circ_0053044	circRNA
ENST00000304710	mRNA
hsa_circ_0001417	circRNA
TCONS_00407673	mRNA
ENST00000167462	mRNA
hsa_circ_0000072	circRNA
ENST00000435272	mRNA
ENST00000457542	mRNA
hsa-miR-3615	miRNA
ENST00000405640	mRNA
hsa_circ_0008264	circRNA
hsa-miR-6809-5p	miRNA
ENST00000286824	mRNA
hsa-miR-1287-5p	miRNA
hsa-miR-1299	miRNA
hsa_circ_0001240	circRNA
ENST00000426496	mRNA
novel_circ_0005097	circRNA
novel_circ_0009091	circRNA
hsa_circ_0001098	circRNA
novel_circ_0005090	circRNA
ENST00000308132	mRNA
hsa_circ_0005377	circRNA
hsa_circ_0001307	circRNA
hsa_circ_0001306	circRNA
ENST00000394216	mRNA
hsa_circ_0008313	circRNA
ENST00000586731	mRNA
novel_circ_0001392	circRNA
hsa_circ_0058256	circRNA
ENST00000534507	mRNA
ENST00000464010	mRNA
hsa_circ_0034309	circRNA
novel_circ_0005164	circRNA
hsa-miR-363-5p	miRNA
novel_circ_0002608	circRNA
ENST00000521524	mRNA
ENST00000299138	mRNA
hsa-miR-2355-3p	miRNA
hsa_circ_0035432	circRNA
ENST00000300432	mRNA
ENST00000481261	mRNA
hsa-miR-150-5p	miRNA
hsa_circ_0001890	circRNA
ENST00000220003	mRNA
hsa_circ_0062548	circRNA
ENST00000331444	mRNA
hsa-miR-6770-3p	miRNA
ENST00000346329	mRNA
ENST00000612955	mRNA
ENST00000366595	mRNA
ENST00000336715	mRNA
hsa-miR-619-5p	miRNA
hsa_circ_0002570	circRNA
ENST00000615437	mRNA
novel_circ_0001172	circRNA
ENST00000202017	mRNA
ENST00000216200	mRNA
ENST00000345356	mRNA
ENST00000373826	mRNA
hsa_circ_0086732	circRNA
ENST00000359957	mRNA
ENST00000381873	mRNA
ENST00000361813	mRNA
hsa_circ_0018992	circRNA
hsa-miR-1295b-5p	miRNA
hsa_circ_0005408	circRNA
ENST00000619929	mRNA
ENST00000645846	mRNA
ENST00000648358	mRNA
ENST00000568683	mRNA
ENST00000317204	mRNA
novel_circ_0000607	circRNA
ENST00000356713	mRNA
hsa-miR-199a-3p	miRNA
ENST00000360187	mRNA
hsa_circ_0002190	circRNA
ENST00000199706	mRNA
ENST00000492830	mRNA
ENST00000405493	mRNA
hsa_circ_0006820	circRNA
hsa-miR-4326	miRNA
ENST00000462317	mRNA
ENST00000252338	mRNA
TCONS_00381682	mRNA
ENST00000621494	mRNA
ENST00000216338	mRNA
ENST00000301671	mRNA
ENST00000334527	mRNA
ENST00000617876	mRNA
ENST00000301679	mRNA
ENST00000320567	mRNA
ENST00000648227	mRNA
hsa-miR-6818-5p	miRNA
ENST00000292852	mRNA
ENST00000618521	mRNA
ENST00000297991	mRNA
hsa_circ_0072654	circRNA
ENST00000651305	mRNA
ENST00000368282	mRNA
ENST00000324679	mRNA
ENST00000368571	mRNA
hsa-miR-147b-5p	miRNA
ENST00000578921	mRNA
ENST00000587352	mRNA
hsa_circ_0006272	circRNA
hsa-miR-29a-3p	miRNA
ENST00000409393	mRNA
ENST00000267396	mRNA
hsa-miR-5000-3p	miRNA
ENST00000355387	mRNA
hsa_circ_0015446	circRNA
hsa_circ_0044709	circRNA
hsa-miR-3127-3p	miRNA
ENST00000458626	mRNA
ENST00000392818	mRNA
ENST00000618634	mRNA
ENST00000451522	mRNA
ENST00000515241	mRNA
ENST00000244815	mRNA
hsa_circ_0008460	circRNA
hsa-miR-502-3p	miRNA
ENST00000399798	mRNA
ENST00000379400	mRNA
ENST00000327473	mRNA
hsa_circ_0006987	circRNA
hsa-miR-5193	miRNA
ENST00000548163	mRNA
ENST00000330233	mRNA
hsa_circ_0003489	circRNA
ENST00000419474	mRNA
hsa_circ_0003008	circRNA
hsa_circ_0007587	circRNA
hsa_circ_0003007	circRNA
ENST00000530878	mRNA
ENST00000558662	mRNA
hsa-miR-3190-5p	miRNA
ENST00000382038	mRNA
ENST00000465307	mRNA
ENST00000301873	mRNA
ENST00000449302	mRNA
ENST00000527397	mRNA
ENST00000449309	mRNA
ENST00000324093	mRNA
hsa-miR-30c-2-3p	miRNA
ENST00000421922	mRNA
hsa-miR-498-5p	miRNA
hsa_circ_0083444	circRNA
ENST00000651918	mRNA
ENST00000588019	mRNA
hsa_circ_0014086	circRNA
ENST00000588014	mRNA
novel_circ_0001171	circRNA
ENST00000251636	mRNA
ENST00000394849	mRNA
ENST00000333611	mRNA
ENST00000358536	mRNA
hsa-miR-4665-5p	miRNA
ENST00000328568	mRNA
ENST00000414802	mRNA
ENST00000376649	mRNA
ENST00000643299	mRNA
ENST00000448787	mRNA
ENST00000397865	mRNA
hsa_circ_0003314	circRNA
ENST00000376512	mRNA
hsa_circ_0060849	circRNA
ENST00000455372	mRNA
novel_circ_0006810	circRNA
hsa_circ_0008678	circRNA
ENST00000370033	mRNA
hsa_circ_0004908	circRNA
ENST00000454366	mRNA
ENST00000511563	mRNA
ENST00000435154	mRNA
ENST00000222728	mRNA
ENST00000377203	mRNA
ENST00000582137	mRNA
ENST00000318364	mRNA
ENST00000510217	mRNA
hsa_circ_0003861	circRNA
ENST00000428041	mRNA
hsa-miR-3916	miRNA
hsa_circ_0000845	circRNA
ENST00000337619	mRNA
ENST00000547197	mRNA
ENST00000416172	mRNA
hsa_circ_0000849	circRNA
ENST00000355667	mRNA
hsa_circ_0000209	circRNA
hsa-miR-874-5p	miRNA
ENST00000354421	mRNA
hsa_circ_0001640	circRNA
TCONS_00407688	mRNA
hsa_circ_0001647	circRNA
hsa-miR-1273h-5p	miRNA
ENST00000475056	mRNA
ENST00000337474	mRNA
ENST00000318094	mRNA
ENST00000356861	mRNA
ENST00000546354	mRNA
TCONS_00407661	mRNA
hsa_circ_0008391	circRNA
hsa_circ_0004162	circRNA
hsa-miR-29b-2-5p	miRNA
ENST00000537840	mRNA
hsa-miR-3609	miRNA
hsa_circ_0000069	circRNA
ENST00000372172	mRNA
hsa_circ_0003022	circRNA
hsa-miR-200c-5p	miRNA
